,drug,tissue,feature,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,crizotinib,BRCA,targets,0,2,0.7407407407407407,0.5952380952380952,0.5,0.125,5,3,2,0
1,crizotinib,BRCA,DiffExp,0,18,0.9629629629629629,1.0,0.8,0.9375,6,2,0,2
2,crizotinib,BRCA,edge,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
3,crizotinib,BRCA,edge,0,0,0.9629629629629629,1.0,0.8,0.9375,6,2,0,2
4,crizotinib,BRCA,edge-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
5,crizotinib,BRCA,edge-random,0,0,0.9629629629629629,1.0,0.8,0.9375,6,2,0,2
6,crizotinib,BRCA,node,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
7,crizotinib,BRCA,node,0,0,0.9629629629629629,1.0,0.8,0.9375,6,2,0,2
8,crizotinib,BRCA,node-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
9,crizotinib,BRCA,node-random,0,0,0.9629629629629629,1.0,0.8,0.9375,6,2,0,2
10,crizotinib,BRCA,node-norm,0,4,0.7407407407407407,0.76984126984127,0.3,0.1875,3,5,2,0
11,crizotinib,BRCA,node-norm-random,0,4,0.7407407407407407,0.8015873015873016,0.8,1.0,6,2,0,2
12,crizotinib,BRCA,targets,1,2,0.8148148148148148,0.6507936507936507,0.8,0.0,8,0,2,0
13,crizotinib,BRCA,DiffExp,1,18,0.8888888888888888,0.9841269841269842,0.8,0.9375,6,2,0,2
14,crizotinib,BRCA,edge,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
15,crizotinib,BRCA,edge,1,0,0.8888888888888888,0.9841269841269842,0.8,0.9375,6,2,0,2
16,crizotinib,BRCA,edge-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
17,crizotinib,BRCA,edge-random,1,0,0.8888888888888888,0.9841269841269842,0.8,0.9375,6,2,0,2
18,crizotinib,BRCA,node,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
19,crizotinib,BRCA,node,1,0,0.8888888888888888,0.9841269841269842,0.8,0.9375,6,2,0,2
20,crizotinib,BRCA,node-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
21,crizotinib,BRCA,node-random,1,0,0.8888888888888888,0.9841269841269842,0.8,0.9375,6,2,0,2
22,crizotinib,BRCA,node-norm,1,10,0.8148148148148148,0.9126984126984128,0.7,0.8125,5,3,0,2
23,crizotinib,BRCA,node-norm-random,1,10,0.8888888888888888,0.9761904761904762,0.8,1.0,6,2,0,2
24,crizotinib,BRCA,targets,2,2,0.8148148148148148,0.6428571428571428,0.6,0.5,6,2,2,0
25,crizotinib,BRCA,DiffExp,2,18,0.9629629629629629,1.0,0.7,0.6875,6,2,1,1
26,crizotinib,BRCA,edge,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
27,crizotinib,BRCA,edge,2,0,0.9629629629629629,1.0,0.7,0.6875,6,2,1,1
28,crizotinib,BRCA,edge-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
29,crizotinib,BRCA,edge-random,2,0,0.9629629629629629,1.0,0.7,0.6875,6,2,1,1
30,crizotinib,BRCA,node,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
31,crizotinib,BRCA,node,2,0,0.9629629629629629,1.0,0.7,0.6875,6,2,1,1
32,crizotinib,BRCA,node-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
33,crizotinib,BRCA,node-random,2,0,0.9629629629629629,1.0,0.7,0.6875,6,2,1,1
34,crizotinib,BRCA,node-norm,2,4,0.6666666666666666,0.753968253968254,0.7,0.5,6,2,1,1
