,drug,tissue,feature,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,crizotinib,BRCA,targets,0,2,0.7407407407407407,0.5952380952380952,0.5,0.125,5,3,2,0
1,crizotinib,BRCA,DiffExp,0,92,1.0,1.0,1.0,1.0,8,0,0,2
2,crizotinib,BRCA,edge,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
3,crizotinib,BRCA,edge,0,0,1.0,1.0,1.0,1.0,8,0,0,2
4,crizotinib,BRCA,edge-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
5,crizotinib,BRCA,edge-random,0,0,1.0,1.0,1.0,1.0,8,0,0,2
6,crizotinib,BRCA,node,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
7,crizotinib,BRCA,node,0,0,1.0,1.0,1.0,1.0,8,0,0,2
8,crizotinib,BRCA,node-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
9,crizotinib,BRCA,node-random,0,0,1.0,1.0,1.0,1.0,8,0,0,2
10,crizotinib,BRCA,node-norm,0,81,1.0,1.0,0.8,0.1875,8,0,2,0
11,crizotinib,BRCA,node-norm-random,0,81,1.0,1.0,0.8,0.4375,8,0,2,0
12,crizotinib,BRCA,targets,1,2,0.8148148148148148,0.6507936507936507,0.8,0.0,8,0,2,0
13,crizotinib,BRCA,DiffExp,1,92,1.0,1.0,1.0,1.0,8,0,0,2
14,crizotinib,BRCA,edge,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
15,crizotinib,BRCA,edge,1,0,1.0,1.0,1.0,1.0,8,0,0,2
16,crizotinib,BRCA,edge-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
17,crizotinib,BRCA,edge-random,1,0,1.0,1.0,1.0,1.0,8,0,0,2
18,crizotinib,BRCA,node,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
19,crizotinib,BRCA,node,1,0,1.0,1.0,1.0,1.0,8,0,0,2
20,crizotinib,BRCA,node-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
21,crizotinib,BRCA,node-random,1,0,1.0,1.0,1.0,1.0,8,0,0,2
22,crizotinib,BRCA,node-norm,1,80,1.0,1.0,0.9,0.6875,8,0,1,1
