,drug,tissue,feature,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,Pembro,SKCM,targets,0,1,0.59375,0.6040564373897707,0.696969696969697,0.6710526315789475,16,3,7,7
1,Pembro,SKCM,DiffExp,0,13,0.7708333333333334,0.8390652557319224,0.7878787878787878,0.8571428571428571,17,2,5,9
2,Pembro,SKCM,edge,0,9,0.5833333333333334,0.6477072310405644,0.48484848484848486,0.5225563909774437,7,12,5,9
3,Pembro,SKCM,edge-random,0,9,0.6979166666666666,0.7654320987654321,0.6363636363636364,0.7368421052631579,12,7,5,9
4,Pembro,SKCM,node,0,1,0.5416666666666666,0.5268959435626103,0.48484848484848486,0.4736842105263158,10,9,8,6
5,Pembro,SKCM,node-random,0,1,0.5833333333333334,0.5696649029982364,0.6060606060606061,0.49624060150375937,17,2,11,3
6,Pembro,SKCM,node-norm,0,41,0.8541666666666666,0.9510582010582012,0.6363636363636364,0.7142857142857143,13,6,6,8
7,Pembro,SKCM,node-norm-random,0,41,0.8541666666666666,0.9409171075837743,0.6666666666666666,0.7819548872180451,15,4,7,7
8,Pembro,SKCM,edge+targets,0,9,0.5833333333333334,0.6477072310405644,0.48484848484848486,0.5225563909774437,7,12,5,9
9,Pembro,SKCM,edge+targets-random,0,9,0.6458333333333334,0.7438271604938272,0.6060606060606061,0.6578947368421052,10,9,4,10
10,Pembro,SKCM,node+targets,0,1,0.5416666666666666,0.5268959435626103,0.48484848484848486,0.4736842105263158,10,9,8,6
11,Pembro,SKCM,node+targets-random,0,1,0.5625,0.6208112874779541,0.5757575757575758,0.6259398496240601,9,10,4,10
12,Pembro,SKCM,node-norm+targets,0,41,0.8541666666666666,0.9510582010582012,0.6363636363636364,0.7142857142857143,13,6,6,8
13,Pembro,SKCM,node-norm+targets-random,0,41,0.8333333333333334,0.9391534391534392,0.7575757575757576,0.8195488721804511,15,4,4,10
14,Pembro,SKCM,targets,1,1,0.6041666666666666,0.5895061728395061,0.6666666666666666,0.7424812030075189,14,5,6,8
15,Pembro,SKCM,DiffExp,1,13,0.7708333333333334,0.8201058201058201,0.8181818181818182,0.8796992481203008,15,4,2,12
16,Pembro,SKCM,edge,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
17,Pembro,SKCM,edge-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
18,Pembro,SKCM,node,1,1,0.46875,0.4973544973544974,0.48484848484848486,0.443609022556391,9,10,7,7
19,Pembro,SKCM,node-random,1,1,0.5833333333333334,0.6763668430335097,0.5454545454545454,0.5281954887218046,8,11,4,10
20,Pembro,SKCM,node-norm,1,43,0.8125,0.8950617283950618,0.7878787878787878,0.8157894736842105,16,3,4,10
21,Pembro,SKCM,node-norm-random,1,43,0.8333333333333334,0.9298941798941798,0.7878787878787878,0.8421052631578947,16,3,4,10
22,Pembro,SKCM,edge+targets,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
23,Pembro,SKCM,edge+targets-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
24,Pembro,SKCM,node+targets,1,1,0.46875,0.4973544973544974,0.48484848484848486,0.443609022556391,9,10,7,7
25,Pembro,SKCM,node+targets-random,1,1,0.6041666666666666,0.5687830687830688,0.5757575757575758,0.5150375939849625,15,4,10,4
26,Pembro,SKCM,node-norm+targets,1,43,0.8125,0.8950617283950618,0.7878787878787878,0.8157894736842105,16,3,4,10
27,Pembro,SKCM,node-norm+targets-random,1,43,0.8229166666666666,0.900352733686067,0.7272727272727273,0.7894736842105263,14,5,4,10
28,Pembro,SKCM,targets,2,1,0.6354166666666666,0.6199294532627866,0.5757575757575758,0.6240601503759399,14,5,9,5
29,Pembro,SKCM,DiffExp,2,13,0.8229166666666666,0.8858024691358025,0.7272727272727273,0.7556390977443609,13,6,3,11
30,Pembro,SKCM,edge,2,2,0.59375,0.6772486772486773,0.3939393939393939,0.40977443609022557,5,14,6,8
31,Pembro,SKCM,edge-random,2,2,0.59375,0.5806878306878308,0.30303030303030304,0.3120300751879699,8,11,12,2
32,Pembro,SKCM,node,2,1,0.5520833333333334,0.54673721340388,0.45454545454545453,0.41729323308270677,8,11,7,7
33,Pembro,SKCM,node-random,2,1,0.5833333333333334,0.5947971781305115,0.5757575757575758,0.6015037593984962,7,12,2,12
34,Pembro,SKCM,node-norm,2,42,0.8333333333333334,0.9047619047619048,0.5454545454545454,0.6278195488721805,12,7,8,6
35,Pembro,SKCM,node-norm-random,2,42,0.84375,0.9404761904761905,0.5454545454545454,0.6466165413533834,10,9,6,8
36,Pembro,SKCM,edge+targets,2,2,0.59375,0.6772486772486773,0.3939393939393939,0.40977443609022557,5,14,6,8
37,Pembro,SKCM,edge+targets-random,2,2,0.6041666666666666,0.7063492063492064,0.5454545454545454,0.5789473684210527,9,10,5,9
38,Pembro,SKCM,node+targets,2,1,0.5520833333333334,0.54673721340388,0.45454545454545453,0.41729323308270677,8,11,7,7
39,Pembro,SKCM,node+targets-random,2,1,0.5208333333333334,0.558641975308642,0.6363636363636364,0.6372180451127819,11,8,4,10
40,Pembro,SKCM,node-norm+targets,2,42,0.8333333333333334,0.9047619047619048,0.5454545454545454,0.6278195488721805,12,7,8,6
41,Pembro,SKCM,node-norm+targets-random,2,42,0.8541666666666666,0.9263668430335098,0.5454545454545454,0.6203007518796994,12,7,8,6
42,Pembro,SKCM,targets,3,1,0.6354166666666666,0.6578483245149913,0.5454545454545454,0.5169172932330828,14,5,10,4
