,drug,tissue,feature,iter,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,sorafenib,BRCA,targets,0,0.6296296296296297,0.6571428571428571,0.3333333333333333,0.5,2,5,1,1
1,sorafenib,BRCA,targets,1,0.6296296296296297,0.5785714285714286,0.4444444444444444,0.8571428571428572,2,5,0,2
2,sorafenib,BRCA,targets,2,0.7037037037037037,0.8,0.3333333333333333,0.2857142857142857,3,4,2,0
3,sorafenib,BRCA,targets,3,0.8148148148148148,0.8071428571428572,0.5555555555555556,0.1428571428571429,5,2,2,0
4,sorafenib,BRCA,targets,4,0.5925925925925926,0.6357142857142857,0.5555555555555556,0.7857142857142857,3,4,0,2
5,sorafenib,BRCA,targets,5,0.7037037037037037,0.75,0.4444444444444444,0.2142857142857143,3,4,1,1
6,sorafenib,BRCA,targets,6,0.48148148148148145,0.5928571428571427,0.5555555555555556,0.5714285714285714,4,3,1,1
7,sorafenib,BRCA,targets,7,0.5925925925925926,0.6428571428571429,0.6666666666666666,0.5,5,2,1,1
8,sorafenib,BRCA,targets,8,0.5555555555555556,0.657142857142857,0.6666666666666666,0.2857142857142857,6,1,2,0
9,sorafenib,BRCA,targets,9,0.7777777777777778,0.7857142857142857,0.1111111111111111,0.0,1,6,2,0
10,sorafenib,BRCA,targets,10,0.5185185185185185,0.5285714285714286,0.4444444444444444,0.6428571428571428,3,4,1,1
11,sorafenib,BRCA,targets,11,0.5555555555555556,0.6785714285714286,0.4444444444444444,0.5,3,4,1,1
12,sorafenib,BRCA,targets,12,0.6666666666666666,0.7071428571428571,0.5555555555555556,0.5,4,3,1,1
13,sorafenib,BRCA,targets,13,0.5925925925925926,0.6857142857142857,0.5555555555555556,0.35714285714285715,5,2,2,0
14,sorafenib,BRCA,targets,14,0.6296296296296297,0.75,0.4444444444444444,0.1428571428571429,4,3,2,0
15,sorafenib,BRCA,targets,15,0.5925925925925926,0.7071428571428571,0.4444444444444444,0.35714285714285715,2,5,0,2
16,sorafenib,BRCA,targets,16,0.6666666666666666,0.7,0.3333333333333333,0.35714285714285715,3,4,2,0
17,sorafenib,BRCA,targets,17,0.5925925925925926,0.6714285714285715,0.4444444444444444,0.14285714285714285,4,3,2,0
18,sorafenib,BRCA,targets,18,0.6666666666666666,0.6357142857142857,0.6666666666666666,0.5714285714285714,5,2,1,1
19,sorafenib,BRCA,targets,19,0.7037037037037037,0.7357142857142857,0.5555555555555556,0.35714285714285715,4,3,1,1
20,sorafenib,BRCA,targets,20,0.7407407407407407,0.75,0.2222222222222222,0.0,2,5,2,0
21,sorafenib,BRCA,targets,21,0.5925925925925926,0.6785714285714286,0.2222222222222222,0.2857142857142857,2,5,2,0
22,sorafenib,BRCA,targets,22,0.5925925925925926,0.6071428571428572,0.7777777777777778,0.7142857142857142,6,1,1,1
23,sorafenib,BRCA,targets,23,0.6666666666666666,0.7428571428571429,0.5555555555555556,0.2857142857142857,4,3,1,1
24,sorafenib,BRCA,targets,24,0.7407407407407407,0.7214285714285714,0.4444444444444444,0.35714285714285715,4,3,2,0
25,sorafenib,BRCA,targets,25,0.6296296296296297,0.6357142857142857,0.7777777777777778,0.7142857142857142,6,1,1,1
26,sorafenib,BRCA,targets,26,0.6296296296296297,0.6857142857142857,0.6666666666666666,0.5,5,2,1,1
27,sorafenib,BRCA,targets,27,0.5185185185185185,0.6285714285714286,0.4444444444444444,0.3571428571428572,3,4,1,1
28,sorafenib,BRCA,targets,28,0.6666666666666666,0.6857142857142857,0.4444444444444444,0.5,3,4,1,1
29,sorafenib,BRCA,targets,29,0.7407407407407407,0.7285714285714285,0.3333333333333333,0.2857142857142857,2,5,1,1
30,sorafenib,BRCA,targets,30,0.7037037037037037,0.75,0.3333333333333333,0.1428571428571429,3,4,2,0
31,sorafenib,BRCA,targets,31,0.6296296296296297,0.6857142857142857,0.6666666666666666,0.1428571428571429,6,1,2,0
32,sorafenib,BRCA,targets,32,0.6296296296296297,0.7214285714285714,0.4444444444444444,0.3571428571428572,3,4,1,1
33,sorafenib,BRCA,targets,33,0.48148148148148145,0.4928571428571429,0.7777777777777778,0.9285714285714286,5,2,0,2
34,sorafenib,BRCA,targets,34,0.6296296296296297,0.6857142857142857,0.3333333333333333,0.5,1,6,0,2
35,sorafenib,BRCA,targets,35,0.7037037037037037,0.7714285714285714,0.6666666666666666,0.1428571428571429,6,1,2,0
36,sorafenib,BRCA,targets,36,0.5555555555555556,0.6357142857142857,0.4444444444444444,0.5,3,4,1,1
37,sorafenib,BRCA,targets,37,0.6666666666666666,0.7071428571428571,0.4444444444444444,0.5,3,4,1,1
38,sorafenib,BRCA,targets,38,0.7037037037037037,0.7571428571428571,0.4444444444444444,0.2857142857142857,3,4,1,1
39,sorafenib,BRCA,targets,39,0.5925925925925926,0.6285714285714286,0.5555555555555556,0.6428571428571429,4,3,1,1
40,sorafenib,BRCA,targets,40,0.5555555555555556,0.6214285714285714,0.4444444444444444,0.5,3,4,1,1
41,sorafenib,BRCA,targets,41,0.7037037037037037,0.7642857142857142,0.4444444444444444,0.28571428571428575,4,3,2,0
42,sorafenib,BRCA,targets,42,0.7037037037037037,0.7285714285714285,0.5555555555555556,0.28571428571428575,5,2,2,0
43,sorafenib,BRCA,targets,43,0.6666666666666666,0.6857142857142857,0.6666666666666666,0.5,6,1,2,0
44,sorafenib,BRCA,targets,44,0.7037037037037037,0.7214285714285714,0.2222222222222222,0.35714285714285715,1,6,1,1
45,sorafenib,BRCA,targets,45,0.5925925925925926,0.6928571428571428,0.1111111111111111,0.07142857142857145,1,6,2,0
46,sorafenib,BRCA,targets,46,0.7037037037037037,0.7642857142857143,0.2222222222222222,0.2857142857142857,1,6,1,1
47,sorafenib,BRCA,targets,47,0.6296296296296297,0.6642857142857143,0.4444444444444444,0.28571428571428575,4,3,2,0
