iter,source drug,target drug,geneset,source tissue,target tissue,pval,Test Accuracy,Test ROC_AUC
0,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6071428571428571,0.6315789473684211
1,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.4642857142857143,0.52046783625731
2,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.672514619883041
3,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.5321637426900585
4,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6428571428571429,0.6432748538011696
5,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.5555555555555556
6,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.5321637426900585
7,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.6783625730994153
8,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.7142857142857143,0.7543859649122807
9,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.42857142857142855,0.391812865497076
10,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.4642857142857143,0.35672514619883045
11,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6428571428571429,0.4678362573099415
12,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.5789473684210527
13,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5357142857142857,0.5146198830409356
14,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5,0.4619883040935672
15,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.7142857142857143,0.6432748538011696
16,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.5204678362573099
17,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.4642857142857143,0.42690058479532167
18,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6071428571428571,0.6257309941520469
19,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6071428571428571,0.6608187134502924
20,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6785714285714286,0.6491228070175438
21,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.6785714285714286,0.7134502923976608
22,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.5672514619883041
23,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.4642857142857143,0.5847953216374269
24,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.567251461988304
25,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5357142857142857,0.43274853801169594
26,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.32142857142857145,0.45029239766081863
27,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.32142857142857145,0.40935672514619886
28,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.52046783625731
29,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.4642857142857143,0.3742690058479532
30,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.42857142857142855,0.3976608187134503
31,Pembro,Nivo,source biomarkers,STAD,SKCM,0.01,0.5714285714285714,0.6491228070175439
