,drug,tissue,feature,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,sorafenib,LUAD,targets,0,4,0.5777777777777777,0.6422413793103448,0.6666666666666666,0.54,8,2,3,2
1,sorafenib,LUAD,DiffExp,0,100,1.0,1.0,0.8666666666666667,0.9,10,0,2,3
2,sorafenib,LUAD,edge,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
3,sorafenib,LUAD,edge,0,0,1.0,1.0,0.8666666666666667,0.9,10,0,2,3
4,sorafenib,LUAD,edge-random,0,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
5,sorafenib,LUAD,edge-random,0,0,1.0,1.0,0.8666666666666667,0.9,10,0,2,3
6,sorafenib,LUAD,node,0,4,0.6666666666666666,0.7456896551724139,0.5333333333333333,0.38,6,4,3,2
7,sorafenib,LUAD,node-random,0,4,0.7555555555555555,0.728448275862069,0.7333333333333333,0.44000000000000006,10,0,4,1
8,sorafenib,LUAD,node-norm,0,54,0.9555555555555556,0.9935344827586207,0.6666666666666666,0.42,9,1,4,1
9,sorafenib,LUAD,node-norm-random,0,54,0.9777777777777777,0.997844827586207,0.8,0.92,8,2,1,4
10,sorafenib,LUAD,targets,1,4,0.6666666666666666,0.7047413793103449,0.4,0.36000000000000004,6,4,5,0
11,sorafenib,LUAD,DiffExp,1,100,1.0,1.0,0.6666666666666666,0.92,9,1,4,1
12,sorafenib,LUAD,edge,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
13,sorafenib,LUAD,edge,1,0,1.0,1.0,0.6666666666666666,0.92,9,1,4,1
14,sorafenib,LUAD,edge-random,1,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
15,sorafenib,LUAD,edge-random,1,0,1.0,1.0,0.6666666666666666,0.92,9,1,4,1
16,sorafenib,LUAD,node,1,3,0.5777777777777777,0.625,0.5333333333333333,0.52,5,5,2,3
17,sorafenib,LUAD,node-random,1,3,0.7111111111111111,0.7327586206896551,0.5333333333333333,0.31999999999999995,7,3,4,1
18,sorafenib,LUAD,node-norm,1,55,0.9777777777777777,1.0,0.5333333333333333,0.18000000000000002,8,2,5,0
19,sorafenib,LUAD,node-norm-random,1,55,1.0,1.0,0.6,0.58,9,1,5,0
20,sorafenib,LUAD,targets,2,4,0.6444444444444445,0.6508620689655172,0.5333333333333333,0.62,7,3,4,1
21,sorafenib,LUAD,DiffExp,2,100,1.0,1.0,0.8666666666666667,0.92,10,0,2,3
22,sorafenib,LUAD,edge,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
23,sorafenib,LUAD,edge,2,0,1.0,1.0,0.8666666666666667,0.92,10,0,2,3
24,sorafenib,LUAD,edge-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
25,sorafenib,LUAD,edge-random,2,0,1.0,1.0,0.8666666666666667,0.92,10,0,2,3
26,sorafenib,LUAD,node,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
27,sorafenib,LUAD,node,2,0,1.0,1.0,0.8666666666666667,0.92,10,0,2,3
28,sorafenib,LUAD,node-random,2,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
29,sorafenib,LUAD,node-random,2,0,1.0,1.0,0.8666666666666667,0.92,10,0,2,3
30,sorafenib,LUAD,node-norm,2,58,0.9111111111111111,0.978448275862069,0.5333333333333333,0.62,6,4,3,2
31,sorafenib,LUAD,node-norm-random,2,58,1.0,1.0,0.6666666666666666,0.7,7,3,2,3
32,sorafenib,LUAD,targets,3,4,0.5777777777777777,0.665948275862069,0.6,0.74,4,6,0,5
33,sorafenib,LUAD,DiffExp,3,100,1.0,1.0,0.8666666666666667,0.98,10,0,2,3
34,sorafenib,LUAD,edge,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
35,sorafenib,LUAD,edge,3,0,1.0,1.0,0.8666666666666667,0.98,10,0,2,3
36,sorafenib,LUAD,edge-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
37,sorafenib,LUAD,edge-random,3,0,1.0,1.0,0.8666666666666667,0.98,10,0,2,3
38,sorafenib,LUAD,node,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
39,sorafenib,LUAD,node,3,0,1.0,1.0,0.8666666666666667,0.98,10,0,2,3
40,sorafenib,LUAD,node-random,3,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
41,sorafenib,LUAD,node-random,3,0,1.0,1.0,0.8666666666666667,0.98,10,0,2,3
42,sorafenib,LUAD,node-norm,3,65,0.9333333333333333,0.9913793103448275,0.4666666666666667,0.64,7,3,5,0
43,sorafenib,LUAD,node-norm-random,3,65,1.0,1.0,0.8,0.8400000000000001,8,2,1,4
44,sorafenib,LUAD,targets,4,4,0.6444444444444445,0.7155172413793103,0.4,0.44,4,6,3,2
45,sorafenib,LUAD,DiffExp,4,100,1.0,1.0,1.0,1.0,10,0,0,5
46,sorafenib,LUAD,edge,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
47,sorafenib,LUAD,edge,4,0,1.0,1.0,1.0,1.0,10,0,0,5
48,sorafenib,LUAD,edge-random,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
49,sorafenib,LUAD,edge-random,4,0,1.0,1.0,1.0,1.0,10,0,0,5
50,sorafenib,LUAD,node,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
51,sorafenib,LUAD,node,4,0,1.0,1.0,1.0,1.0,10,0,0,5
52,sorafenib,LUAD,node-random,4,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
53,sorafenib,LUAD,node-random,4,0,1.0,1.0,1.0,1.0,10,0,0,5
54,sorafenib,LUAD,node-norm,4,58,0.9555555555555556,0.997844827586207,0.6,0.54,7,3,3,2
55,sorafenib,LUAD,node-norm-random,4,58,0.9555555555555556,0.9956896551724138,0.8666666666666667,0.86,9,1,1,4
56,sorafenib,LUAD,targets,5,4,0.5777777777777777,0.6573275862068966,0.4666666666666667,0.56,3,7,1,4
57,sorafenib,LUAD,DiffExp,5,100,1.0,1.0,0.6666666666666666,0.88,9,1,4,1
58,sorafenib,LUAD,edge,5,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
59,sorafenib,LUAD,edge,5,0,1.0,1.0,0.6666666666666666,0.88,9,1,4,1
60,sorafenib,LUAD,edge-random,5,-1,-1.0,-1.0,-1.0,-1.0,-1,-1,-1,-1
61,sorafenib,LUAD,edge-random,5,0,1.0,1.0,0.6666666666666666,0.88,9,1,4,1
62,sorafenib,LUAD,node,5,3,0.7111111111111111,0.6939655172413793,0.4,0.6799999999999999,2,8,1,4
