,drug,tissue,feature,iter,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,sunitinib,SKCM,targets,0,0.6944444444444444,0.7038461538461539,0.5384615384615384,0.7222222222222222,5,4,2,2
1,sunitinib,SKCM,targets,1,0.6111111111111112,0.7423076923076923,0.46153846153846156,0.38888888888888895,4,5,2,2
2,sunitinib,SKCM,targets,2,0.6388888888888888,0.7230769230769232,0.7692307692307693,0.6944444444444444,7,2,1,3
3,sunitinib,SKCM,targets,3,0.6944444444444444,0.7423076923076923,0.6153846153846154,0.5555555555555556,7,2,3,1
4,sunitinib,SKCM,targets,4,0.7222222222222222,0.7692307692307693,0.3076923076923077,0.25,3,6,3,1
5,sunitinib,SKCM,targets,5,0.75,0.7538461538461538,0.6153846153846154,0.4444444444444444,6,3,2,2
6,sunitinib,SKCM,targets,6,0.6388888888888888,0.7153846153846154,0.46153846153846156,0.3055555555555556,5,4,3,1
7,sunitinib,SKCM,targets,7,0.7222222222222222,0.7923076923076923,0.6153846153846154,0.3888888888888889,8,1,4,0
8,sunitinib,SKCM,targets,8,0.7222222222222222,0.7307692307692308,0.6923076923076923,0.6666666666666667,7,2,2,2
9,sunitinib,SKCM,targets,9,0.6944444444444444,0.8423076923076924,0.46153846153846156,0.3055555555555556,5,4,3,1
10,sunitinib,SKCM,targets,10,0.7222222222222222,0.7615384615384615,0.46153846153846156,0.5277777777777778,4,5,2,2
11,sunitinib,SKCM,targets,11,0.7222222222222222,0.7346153846153846,0.46153846153846156,0.5,6,3,4,0
12,sunitinib,SKCM,targets,12,0.6944444444444444,0.7769230769230769,0.6153846153846154,0.38888888888888895,6,3,2,2
13,sunitinib,SKCM,targets,13,0.7222222222222222,0.8384615384615384,0.5384615384615384,0.22222222222222227,7,2,4,0
14,sunitinib,SKCM,targets,14,0.5555555555555556,0.6538461538461539,0.6153846153846154,0.6111111111111112,5,4,1,3
15,sunitinib,SKCM,targets,15,0.6944444444444444,0.7730769230769231,0.46153846153846156,0.4444444444444445,5,4,3,1
16,sunitinib,SKCM,targets,16,0.7222222222222222,0.75,0.6923076923076923,0.4166666666666667,7,2,2,2
17,sunitinib,SKCM,targets,17,0.6111111111111112,0.6576923076923077,0.7692307692307693,0.6111111111111112,8,1,2,2
18,sunitinib,SKCM,targets,18,0.6944444444444444,0.6884615384615385,0.6153846153846154,0.4444444444444444,7,2,3,1
19,sunitinib,SKCM,targets,19,0.75,0.7461538461538462,0.6153846153846154,0.5277777777777778,6,3,2,2
20,sunitinib,SKCM,targets,20,0.6944444444444444,0.7807692307692307,0.6153846153846154,0.5277777777777778,6,3,2,2
21,sunitinib,SKCM,targets,21,0.6666666666666666,0.75,0.46153846153846156,0.3055555555555556,5,4,3,1
22,sunitinib,SKCM,targets,22,0.6944444444444444,0.7192307692307692,0.46153846153846156,0.5,4,5,2,2
23,sunitinib,SKCM,targets,23,0.7777777777777778,0.8346153846153846,0.38461538461538464,0.3055555555555556,3,6,2,2
24,sunitinib,SKCM,targets,24,0.75,0.7423076923076923,0.5384615384615384,0.3611111111111111,7,2,4,0
25,sunitinib,SKCM,targets,25,0.6388888888888888,0.6499999999999999,0.5384615384615384,0.8611111111111112,3,6,0,4
26,sunitinib,SKCM,targets,26,0.7222222222222222,0.7423076923076923,0.5384615384615384,0.3055555555555556,7,2,4,0
27,sunitinib,SKCM,targets,27,0.6111111111111112,0.6269230769230769,0.46153846153846156,0.3055555555555556,5,4,3,1
28,sunitinib,SKCM,targets,28,0.6944444444444444,0.7423076923076923,0.6923076923076923,0.6111111111111112,7,2,2,2
29,sunitinib,SKCM,targets,29,0.6111111111111112,0.6692307692307693,0.7692307692307693,0.5277777777777778,8,1,2,2
30,sunitinib,SKCM,targets,30,0.6388888888888888,0.7346153846153847,0.5384615384615384,0.4444444444444444,5,4,2,2
31,sunitinib,SKCM,targets,31,0.6944444444444444,0.75,0.38461538461538464,0.5277777777777778,2,7,1,3
32,sunitinib,SKCM,targets,32,0.6388888888888888,0.6461538461538462,0.6153846153846154,0.75,6,3,2,2
33,sunitinib,SKCM,targets,33,0.6666666666666666,0.6653846153846155,0.38461538461538464,0.4722222222222222,4,5,3,1
34,sunitinib,SKCM,targets,34,0.6388888888888888,0.6846153846153846,0.5384615384615384,0.5833333333333333,5,4,2,2
