,patient,Gene,Raw,Normalized,Response
0,A549_LUNG,MAOB,0.0,0.0,0
1,A549_LUNG,ODC1,0.0,0.0,0
2,A549_LUNG,AOC1,0.0,0.0,0
3,A549_LUNG,SRM,0.0,0.0,0
4,A549_LUNG,DDC,0.0,0.0,0
5,A549_LUNG,MAOA,0.0,0.0,0
6,A549_LUNG,HDC,0.0,0.0,0
7,A549_LUNG,HNMT,0.0,0.0,0
8,CALU3_LUNG,MAOB,1.591346729514955,0.3995356141507918,0
9,CALU3_LUNG,ODC1,1.1401005399014292,0.4681758997743379,0
10,CALU3_LUNG,AOC1,0.27726347038130084,0.03223898294356948,0
11,CALU3_LUNG,SRM,1.0637562005176957,0.4680463434211352,0
12,CALU3_LUNG,DDC,0.9055704467836035,0.38143265427802975,0
13,CALU3_LUNG,MAOA,0.659583783642907,0.19483552899010476,0
14,CALU3_LUNG,HDC,0.0,0.0,0
15,CALU3_LUNG,HNMT,0.0,0.0,0
16,CALU6_LUNG,MAOB,0.0,0.0,0
17,CALU6_LUNG,ODC1,0.0,0.0,0
18,CALU6_LUNG,AOC1,0.0,0.0,0
19,CALU6_LUNG,SRM,0.0,0.0,0
20,CALU6_LUNG,DDC,0.0,0.0,0
21,CALU6_LUNG,MAOA,0.0,0.0,0
22,CALU6_LUNG,HDC,0.0,0.0,0
23,CALU6_LUNG,HNMT,0.0,0.0,0
24,CORL105_LUNG,MAOB,0.8905639584031992,0.3602936795232655,0
25,CORL105_LUNG,ODC1,1.1910755660058459,0.4845786155871032,0
26,CORL105_LUNG,AOC1,0.2992063979861673,0.04030956013257988,0
27,CORL105_LUNG,SRM,1.0850605033080518,0.4845343975156413,0
28,CORL105_LUNG,DDC,0.0,0.0,0
29,CORL105_LUNG,MAOA,0.8905639584031992,0.3361496531152648,0
30,CORL105_LUNG,HDC,0.0,0.0,0
31,CORL105_LUNG,HNMT,0.0,0.0,0
32,DV90_LUNG,MAOB,0.0,0.0,1
33,DV90_LUNG,ODC1,1.3386522870709077,0.4318293633047675,1
