iter,source drug,target drug,geneset,source tissue,target tissue,pval,Test Accuracy,Test ROC_AUC
0,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.01,0.6666666666666666,0.5833333333333334
1,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.01,0.6428571428571429,0.6555555555555556
2,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.01,0.5714285714285714,0.513888888888889
3,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.01,0.6190476190476191,0.5583333333333333
4,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.01,0.6428571428571429,0.6305555555555555
0,Atezo,Atezo,drug targets,BLCA,KIRC,0.01,0.5476190476190477,0.5222222222222223
1,Atezo,Atezo,drug targets,BLCA,KIRC,0.01,0.6190476190476191,0.46944444444444444
2,Atezo,Atezo,drug targets,BLCA,KIRC,0.01,0.6190476190476191,0.675
3,Atezo,Atezo,drug targets,BLCA,KIRC,0.01,0.6428571428571429,0.6694444444444444
4,Atezo,Atezo,drug targets,BLCA,KIRC,0.01,0.5714285714285714,0.6111111111111112
0,Atezo,Atezo,random sample,BLCA,KIRC,0.01,0.5761904761904761,0.5227777777777778
1,Atezo,Atezo,random sample,BLCA,KIRC,0.01,0.5047619047619047,0.4822222222222222
2,Atezo,Atezo,random sample,BLCA,KIRC,0.01,0.5095238095238095,0.4805555555555556
3,Atezo,Atezo,random sample,BLCA,KIRC,0.01,0.6190476190476191,0.6055555555555555
4,Atezo,Atezo,random sample,BLCA,KIRC,0.01,0.5142857142857143,0.49777777777777776
