iter,source drug,target drug,geneset,source tissue,target tissue,pval,Test Accuracy,Test ROC_AUC
0,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.005,0.6904761904761905,0.65
1,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.005,0.5238095238095238,0.5972222222222223
2,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.005,0.5238095238095238,0.41388888888888886
3,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.005,0.5238095238095238,0.5361111111111111
4,Atezo,Atezo,source biomarkers,BLCA,KIRC,0.005,0.5952380952380952,0.5833333333333334
0,Atezo,Atezo,drug targets,BLCA,KIRC,0.005,0.4523809523809524,0.4055555555555555
1,Atezo,Atezo,drug targets,BLCA,KIRC,0.005,0.5,0.48055555555555557
2,Atezo,Atezo,drug targets,BLCA,KIRC,0.005,0.6428571428571429,0.6416666666666667
3,Atezo,Atezo,drug targets,BLCA,KIRC,0.005,0.5238095238095238,0.5027777777777778
4,Atezo,Atezo,drug targets,BLCA,KIRC,0.005,0.5952380952380952,0.5277777777777778
0,Atezo,Atezo,random sample,BLCA,KIRC,0.005,0.5904761904761905,0.5944444444444444
1,Atezo,Atezo,random sample,BLCA,KIRC,0.005,0.5428571428571429,0.5405555555555556
2,Atezo,Atezo,random sample,BLCA,KIRC,0.005,0.6285714285714284,0.63
3,Atezo,Atezo,random sample,BLCA,KIRC,0.005,0.5666666666666667,0.56
4,Atezo,Atezo,random sample,BLCA,KIRC,0.005,0.5857142857142857,0.5966666666666667
