iter,source drug,target drug,geneset,source tissue,target tissue,pval,Test Accuracy,Test ROC_AUC
0,Atezo,Atezo,source biomarkers,KIRC,BLCA,0.1,0.7466666666666667,0.7647058823529411
1,Atezo,Atezo,source biomarkers,KIRC,BLCA,0.1,0.64,0.6247464503042597
2,Atezo,Atezo,source biomarkers,KIRC,BLCA,0.1,0.5466666666666666,0.49898580121703856
3,Atezo,Atezo,source biomarkers,KIRC,BLCA,0.1,0.6666666666666666,0.6693711967545639
4,Atezo,Atezo,source biomarkers,KIRC,BLCA,0.1,0.6133333333333333,0.5841784989858011
0,Atezo,Atezo,drug targets,KIRC,BLCA,0.1,0.56,0.49594320486815413
1,Atezo,Atezo,drug targets,KIRC,BLCA,0.1,0.6,0.5841784989858012
2,Atezo,Atezo,drug targets,KIRC,BLCA,0.1,0.6133333333333333,0.6206896551724138
3,Atezo,Atezo,drug targets,KIRC,BLCA,0.1,0.6266666666666667,0.6308316430020283
4,Atezo,Atezo,drug targets,KIRC,BLCA,0.1,0.5866666666666667,0.5963488843813387
0,Atezo,Atezo,random sample,KIRC,BLCA,0.1,0.6693333333333334,0.5845841784989858
1,Atezo,Atezo,random sample,KIRC,BLCA,0.1,0.7306666666666667,0.6174442190669371
2,Atezo,Atezo,random sample,KIRC,BLCA,0.1,0.7173333333333333,0.6387423935091279
3,Atezo,Atezo,random sample,KIRC,BLCA,0.1,0.6906666666666667,0.6184584178498986
4,Atezo,Atezo,random sample,KIRC,BLCA,0.1,0.688,0.6223123732251521
