iter,source drug,target drug,geneset,source tissue,target tissue,pval,Test Accuracy,Test ROC_AUC
0,Atezo,Atezo,source biomarkers,KIRC,BLCA,0.01,0.64,0.6501014198782961
1,Atezo,Atezo,source biomarkers,KIRC,BLCA,0.01,0.6933333333333334,0.6724137931034483
2,Atezo,Atezo,source biomarkers,KIRC,BLCA,0.01,0.6266666666666667,0.5912778904665315
3,Atezo,Atezo,source biomarkers,KIRC,BLCA,0.01,0.6933333333333334,0.6632860040567952
4,Atezo,Atezo,source biomarkers,KIRC,BLCA,0.01,0.5333333333333333,0.5801217038539555
0,Atezo,Atezo,drug targets,KIRC,BLCA,0.01,0.6266666666666667,0.5831643002028397
1,Atezo,Atezo,drug targets,KIRC,BLCA,0.01,0.6266666666666667,0.7170385395537525
2,Atezo,Atezo,drug targets,KIRC,BLCA,0.01,0.72,0.7302231237322515
3,Atezo,Atezo,drug targets,KIRC,BLCA,0.01,0.5733333333333334,0.4989858012170386
4,Atezo,Atezo,drug targets,KIRC,BLCA,0.01,0.7333333333333333,0.6217038539553753
0,Atezo,Atezo,random sample,KIRC,BLCA,0.01,0.528,0.5383367139959432
1,Atezo,Atezo,random sample,KIRC,BLCA,0.01,0.49333333333333335,0.556997971602434
2,Atezo,Atezo,random sample,KIRC,BLCA,0.01,0.5066666666666667,0.5164300202839758
3,Atezo,Atezo,random sample,KIRC,BLCA,0.01,0.6080000000000001,0.6176470588235294
4,Atezo,Atezo,random sample,KIRC,BLCA,0.01,0.496,0.4665314401622719
