,drug,tissue,feature,iter,feature_dim,Train Accuracy,Train ROC_AUC,Test Accuracy,Test ROC_AUC,Test TN,Test FP,Test FN,Test TP
0,Atezo,BLCA,targets,0,1,0.5605381165919282,0.5562015503875969,0.6,0.5760649087221095,36,22,8,9
1,Atezo,BLCA,DiffExp,0,38,0.7982062780269058,0.8914728682170542,0.6666666666666666,0.6511156186612577,40,18,7,10
2,Atezo,BLCA,edge,0,4,0.5829596412556054,0.6866165070679435,0.5733333333333334,0.6024340770791075,32,26,6,11
3,Atezo,BLCA,edge-random,0,4,0.5919282511210763,0.6304149566803465,0.6666666666666666,0.7018255578093306,40,18,7,10
4,Atezo,BLCA,node,0,1,0.5650224215246636,0.5763793889648883,0.5333333333333333,0.43711967545638947,34,24,11,6
5,Atezo,BLCA,node-random,0,1,0.5560538116591929,0.6031691746466028,0.5333333333333333,0.4847870182555781,34,24,11,6
6,Atezo,BLCA,node-norm,0,100,0.9417040358744395,0.978454172366621,0.6533333333333333,0.627789046653144,41,17,9,8
7,Atezo,BLCA,node-norm-random,0,100,0.9282511210762332,0.9783401732786138,0.68,0.6592292089249493,42,16,8,9
8,Atezo,BLCA,edge+targets,0,4,0.5829596412556054,0.6866165070679435,0.5733333333333334,0.6024340770791075,32,26,6,11
9,Atezo,BLCA,edge+targets-random,0,4,0.6278026905829597,0.6305289557683539,0.64,0.6267748478701826,37,21,6,11
10,Atezo,BLCA,node+targets,0,1,0.5650224215246636,0.5763793889648883,0.5333333333333333,0.43711967545638947,34,24,11,6
11,Atezo,BLCA,node+targets-random,0,1,0.5515695067264574,0.5989512083903328,0.5733333333333334,0.6348884381338742,33,25,7,10
12,Atezo,BLCA,node-norm+targets,0,100,0.9417040358744395,0.978454172366621,0.6533333333333333,0.627789046653144,41,17,9,8
13,Atezo,BLCA,node-norm+targets-random,0,100,0.8654708520179372,0.9464204286365709,0.68,0.6582150101419878,44,14,10,7
14,Atezo,BLCA,targets,1,1,0.600896860986547,0.6051071591427268,0.48,0.44726166328600403,30,28,11,6
15,Atezo,BLCA,DiffExp,1,38,0.7668161434977578,0.8758549931600548,0.6266666666666667,0.6774847870182557,38,20,8,9
16,Atezo,BLCA,edge,1,4,0.6412556053811659,0.7242362061103512,0.52,0.565922920892495,30,28,8,9
17,Atezo,BLCA,edge-random,1,4,0.5067264573991032,0.612517099863201,0.4666666666666667,0.526369168356998,25,33,7,10
18,Atezo,BLCA,node,1,1,0.547085201793722,0.5735294117647057,0.5466666666666666,0.4421906693711967,35,23,11,6
19,Atezo,BLCA,node-random,1,1,0.3721973094170404,0.48176014591883265,0.37333333333333335,0.5760649087221095,14,44,3,14
20,Atezo,BLCA,node-norm,1,91,0.8340807174887892,0.92875056999544,0.7066666666666667,0.665314401622718,45,13,9,8
21,Atezo,BLCA,node-norm-random,1,91,0.9237668161434978,0.9840401276789785,0.6533333333333333,0.5983772819472617,42,16,10,7
22,Atezo,BLCA,edge+targets,1,4,0.6412556053811659,0.7242362061103512,0.52,0.565922920892495,30,28,8,9
23,Atezo,BLCA,edge+targets-random,1,4,0.5560538116591929,0.6593707250341997,0.4666666666666667,0.513184584178499,23,35,5,12
24,Atezo,BLCA,node+targets,1,1,0.547085201793722,0.5735294117647057,0.5466666666666666,0.4421906693711967,35,23,11,6
25,Atezo,BLCA,node+targets-random,1,1,0.5964125560538116,0.6191290469676243,0.5466666666666666,0.6379310344827586,31,27,7,10
26,Atezo,BLCA,node-norm+targets,1,91,0.8340807174887892,0.92875056999544,0.7066666666666667,0.665314401622718,45,13,9,8
27,Atezo,BLCA,node-norm+targets-random,1,91,0.905829596412556,0.9801641586867305,0.6933333333333334,0.6206896551724138,44,14,9,8
